Dataset,Model Answer,Gold Label,Correct
dataset_th,ลุงของตะวัน,ลุงของตะวัน,1
dataset_th,ต้นโอ๊ค,ภาพวาด,0
dataset_th,ต้นโอ๊ค,ต้นโอ๊ค,1
dataset_th,ช่องว่าง,ช่องว่าง,1
dataset_th,ช่องว่าง,ผนัง,0
dataset_th,ท่อระบายน้ำ,ท่อระบายน้ำ,1
dataset_th,เส้นผม,เส้นผม,1
dataset_th,รถไฟ,การประชุม,0
dataset_th,รถไฟ,รถไฟ,1
dataset_th,เวที,เสา,0
dataset_th,เสา,เวที,0
dataset_th,รถไฟใต้ดิน,เสียงตามสาย,0
dataset_th,รถไฟใต้ดิน,รถไฟใต้ดิน,1
dataset_th,ฝน,คอนเสิร์ต,0
dataset_th,ฝน,ฝน,1
dataset_th,ผ้าขี้ริ้วเก่าๆ,ผ้าขี้ริ้วเก่าๆ,1
dataset_th,ผ้าขี้ริ้วเก่าๆ,มีด,0
dataset_th,มะลิ,มะลิ,1
dataset_th,มะลิ,กระถิน,0
dataset_th,ขวดน้ำ,ขวดน้ำ,1
dataset_th,ขวดน้ำ,กระเป๋า,0
dataset_th,ชั้นวาง,หม้อ,0
dataset_th,ชั้นวาง,ชั้นวาง,1
dataset_th,อาคาร,แผนที่,0
dataset_th,อาคาร,อาคาร,1
dataset_th,มานะ,ปิติ,0
dataset_th,มานะ,มานะ,1
dataset_th,มานะ,ปิติ,0
dataset_th,มานะ,มานะ,1
dataset_th,สมปอง,สมศักดิ์,0
dataset_th,สมปอง,สมปอง,1
dataset_th,ปิติ,มานะ,0
dataset_th,ปิติ,ปิติ,1
dataset_th,นักต้มตุ๋น,นักต้มตุ๋น,1
dataset_th,นักต้มตุ๋น,สมรัก,0
dataset_th,สุนัข,สุนัข,1
dataset_th,สุนัข,ที่ใต้ต้นไม้,0
dataset_th,แมว,แมว,1
dataset_th,แมว,หนู,0
dataset_th,บุตรสาวของแก้ว,แก้ว,0
dataset_th,บุตรสาวของแก้ว,บุตรสาวของแก้ว,1
dataset_th,ลูกสาวของแพร,แพร,0
dataset_th,ลูกสาวของแพร,ลูกสาวของแพร,1
dataset_th,ชายในชุดทหาร,นพ,0
dataset_th,ชายในชุดทหาร,ชายในชุดทหาร,1
dataset_th,ปลา,ปลา,1
dataset_th,ปลา,หนอน,0
dataset_th,หมากฝรั่ง,กุญแจ,0
dataset_th,หมากฝรั่ง,หมากฝรั่ง,1
dataset_th,สุนัข,สุนัข,1
dataset_th,แมว,แมว,1
dataset_th,ต้นไม้,ต้นไม้,1
dataset_th,ต้นไม้,หลังคา,0
dataset_th,พนักงาน,ลูกค้า,0
dataset_th,พนักงาน,พนักงาน,1
dataset_th,สมพงษ์,สมพงษ์,1
dataset_th,ชายท่านหนึ่ง,ชายท่านหนึ่ง,1
dataset_th,ชายผู้เล่นจักกลิ้ง,ธนากร,0
dataset_th,ชายผู้เล่นจักกลิ้ง,ชายผู้เล่นจักกลิ้ง,1
dataset_th,ภูผา,ภานุ,0
dataset_th,ภูผา,ภูผา,1
dataset_th,ผู้ปกครองของยุ้ย,เอ็มและยุ้ย,0
dataset_th,ผู้ปกครองของยุ้ย,ผู้ปกครองของยุ้ย,1
dataset_th,โดม,โอ๋น,0
dataset_th,โดม,โดม,1
dataset_th,บ้านหลังใหม่,บ้านของตัวเอง,0
dataset_th,บ้านหลังใหม่,บ้านหลังใหม่,1
dataset_th,งานประพันธ์ของเจนภพ,คน,0
dataset_th,งานประพันธ์ของเจนภพ,งานประพันธ์ของเจนภพ,1
dataset_th,ขลุ่ย,ขลุ่ย,1
dataset_th,เพลง,เพลง,1
dataset_th,เก้าอี้,เก้าอี้,1
dataset_th,เก้าอี้,เปียโน,0
dataset_th,หนังสือพิมพ์,หนังสือพิมพ์,1
dataset_th,หนังสือพิมพ์,กระเป๋าเป้,0
dataset_th,หนังสือ,หนังสือ,1
dataset_th,หนังสือ,บทความ,0
dataset_th,ปราสาททราย,ปราสาททราย,1
dataset_th,ธง,ธง,1
dataset_th,วีรดา,อารยา,0
dataset_th,วีรดา,วีรดา,1
dataset_th,วีรดา,อารยา,0
dataset_th,วีรดา,วีรดา,1
dataset_th,กชกร,เฉลิม,0
dataset_th,กชกร,กชกร,1
dataset_th,ชลธาร,เส้นทาง,0
dataset_th,ชลธาร,ชลธาร,1
dataset_th,ดวงอาทิตย์,ดวงอาทิตย์,1
dataset_th,ดวงอาทิตย์,เมฆ,0
dataset_th,ชายหาด,ทะเลสาบ,0
dataset_th,ชายหาด,ชายหาด,1
dataset_th,กลุ่มคนเลี้ยงแกะ,กลุ่มคนเลี้ยงแกะ,1
dataset_th,ฝูงแกะ,ฝูงแกะ,1
dataset_th,นุ่น,นุ่น,1
dataset_th,นุ่น,ขิง,0
dataset_th,กระแตและน้ำฝน,กระแตและน้ำฝน,1
dataset_th,กระแตและน้ำฝน,เสื้อคลุม,0
dataset_th,ชวัลวิทย์,นราวิช,0
dataset_th,ชวัลวิทย์,ชวัลวิทย์,1
dataset_th,อุดม,สนทรภู่,0
dataset_th,สนทรภู่,อุดม,0
dataset_th,ขวาน,ต้นไม้,0
dataset_th,ขวาน,ขวาน,1
dataset_th,กลุ่มจิ้งจอก,กลุ่มจิ้งจอก,1
dataset_th,กลุ่มจิ้งจอก,ไก่,0
dataset_th,กลุ่มจิ้งจอก,กลุ่มจิ้งจอก,1
dataset_th,กลุ่มจิ้งจอก,ไก่,0
dataset_th,ตา,ตา,1
dataset_th,มือ,มือ,1
dataset_th,ภัทรา,ภัทรียา,0
dataset_th,ภัทรา,ภัทรา,1
dataset_th,ดิว,ดิว,1
dataset_th,โตโต้,โตโต้,1
dataset_th,เครื่องล้างจาน,เครื่องล้างจาน,1
dataset_th,ทีวี,ทีวี,1
dataset_th,ปู่ทวดของฉัน,ดิว,0
dataset_th,ปู่ทวดของฉัน,ปู่ทวดของฉัน,1
dataset_th,พ่อของฉัน,ดิว,0
dataset_th,พ่อของฉัน,พ่อของฉัน,1
dataset_th,ยาคุตสค์,คัมชัตคา,0
dataset_th,ยาคุตสค์,ยาคุตสค์,1
dataset_th,ปลาสร้อย,ปลาสร้อย,1
dataset_th,ปลาฉลาม,เป็ด,0
dataset_th,มนุษย์,นักโบราณคดี,0
dataset_th,มนุษย์,มนุษย์,1
dataset_th,กลุ่มนักวิทยาศาสตร์,กลุ่มนักวิทยาศาสตร์,1
dataset_th,กลุ่มนักวิทยาศาสตร์,ปลา,0
dataset_th,นักแสดงดารา,นักข่าว,0
dataset_th,นักแสดงดารา,นักแสดงดารา,1
dataset_th,สมาชิกแก๊ง,ทีมตำรวจ,0
dataset_th,สมาชิกแก๊ง,สมาชิกแก๊ง,1
dataset_th,ตู้เย็น,เค้ก,0
dataset_th,ตู้เย็น,ตู้เย็น,1
dataset_th,ข้อเท้า,ข้อเท้า,1
dataset_th,ไม้เท้า,ไม้เท้า,1
dataset_th,ผู้ต่อต้าน,ผู้สนับสนุน,0
dataset_th,ผู้ต่อต้าน,ผู้ต่อต้าน,1
dataset_th,คุกกี้ช็อกโกแลตชิพ,คุกกี้ข้าวโอ้ต,0
dataset_th,คุกกี้ช็อกโกแลตชิพ,คุกกี้ช็อกโกแลตชิพ,1
dataset_th,จดหมายข่าว,จดหมายข่าว,1
dataset_th,จดหมายข่าว,ที่นั่ง,0
dataset_th,เข็มหมุด,เข็มหมุด,1
dataset_th,แครอท,แครอท,1
dataset_th,กาแฟ,ปากกา,0
dataset_th,ปากกา,กาแฟ,0
dataset_th,เจโรม,เจโรม,1
dataset_th,เจโรม,ฌอน,0
dataset_th,โต๊ะ,โต๊ะ,1
dataset_th,ช่องประตู,ช่องประตู,1
dataset_th,เสื้อคลุม,เสื้อกันหนาว,0
dataset_th,เสื้อคลุม,เสื้อคลุม,1
dataset_th,กวิน,ทนภพ,0
dataset_th,กวิน,กวิน,1
dataset_th,กวิน,ทนภพ,0
dataset_th,กวิน,กวิน,1
dataset_th,เซนอฟานีส,แซมกู๊ดแมน,0
dataset_th,เซนอฟานีส,เซนอฟานีส,1
dataset_th,นิชา,นิชา,1
dataset_th,นิชา,แม่ของนิชา,0
dataset_th,วีรดา,อารยา,0
dataset_th,วีรดา,วีรดา,1
dataset_th,นักสืบ,เขตต์,0
dataset_th,นักสืบ,นักสืบ,1
dataset_th,เนเน่,เดมี่,0
dataset_th,เนเน่,เนเน่,1
dataset_th,พนักงานเสิร์ฟ,เฉลิม,0
dataset_th,เฉลิม,พนักงานเสิร์ฟ,0
dataset_th,ดิลก,ไตรภพ,0
dataset_th,ดิลก,ดิลก,1
dataset_th,สุรศักดิ์,วิษุวัต,0
dataset_th,สุรศักดิ์,สุรศักดิ์,1
dataset_th,ดาริน,ณัชชา,0
dataset_th,ดาริน,ดาริน,1
dataset_th,แชมป์,แชมป์,1
dataset_th,ธันวา,ธันวา,1
dataset_th,ฟีฟ่า,อิกคิว,0
dataset_th,ฟีฟ่า,ฟีฟ่า,1
dataset_th,กันต์ธี,ตะวัน,0
dataset_th,กันต์ธี,กันต์ธี,1
dataset_th,บุรุษ,บุรุษ,1
dataset_th,บุรุษ,เด็กผู้ชาย,0
dataset_th,เด็กสาว,หญิงท่านนั้น,0
dataset_th,เด็กสาว,เด็กสาว,1
dataset_th,กฤษติ,กฤษติ,1
dataset_th,ก๊อปแก๊ป,ก๊อปแก๊ป,1
dataset_th,ธัญพร,อัญชลี,0
dataset_th,ธัญพร,ธัญพร,1
dataset_th,ต้นกล้า,มานะ,0
dataset_th,ต้นกล้า,ต้นกล้า,1
dataset_th,ทศพล,ไตเติ้ล,0
dataset_th,ทศพล,ทศพล,1
dataset_th,เด็กชาย,คุณพ่อ,0
dataset_th,เด็กชาย,เด็กชาย,1
dataset_th,หญิงท่านนั้น,หญิงท่านนั้น,1
dataset_th,หญิงท่านนั้น,เด็กผู้หญิง,0
dataset_th,ผู้ปกครองมัณฑนา,ผู้ปกครองมัณฑนา,1
dataset_th,มัณฑนาและธนศาล,มัณฑนาและธนศาล,1
dataset_th,นางแพทย์บุษบา,นางแพทย์บุษบา,1
dataset_th,นางแพทย์บุษบา,เกตุ,0
dataset_th,ชลลธี,นที,0
dataset_th,ชลลธี,ชลลธี,1
dataset_th,สกาย,พีช,0
dataset_th,สกาย,สกาย,1
dataset_th,สกาย,พีช,0
dataset_th,บลู,นานา,0
dataset_th,บลู,บลู,1
dataset_th,ต้นมะนาว,ลูกมะนาว,0
dataset_th,ต้นมะนาว,ต้นมะนาว,1
dataset_th,ไนท์,ไทม์,0
dataset_th,ไนท์,ไนท์,1
dataset_th,ทักษิณ,เศรษฐา,0
dataset_th,ทักษิณ,ทักษิณ,1
dataset_th,นุ่น,นุ่น,1
dataset_th,นุ่น,ตาล,0
dataset_th,ปีกผีเสื้อ,ปีกผีเสื้อ,1
dataset_th,หนังสือเล่มหนา,โต๊ะ,0
dataset_th,พริ้ม,พริ้ม,1
dataset_th,พริ้ม,ครูฝึก,0
dataset_th,แฟนหนุ่ม**ของเธอ**,พริ้ม,0
dataset_th,แฟนหนุ่ม,ครูฝึก,0
dataset_th,แพร,พลอย,0
dataset_th,แพร,แพร,1
dataset_th,ออวิด,เชกสเปียร์,0
dataset_th,เกอเธ่,เกอเธ่,1
dataset_th,ออวิด,ออวิด,1
dataset_th,เกอเธ่,เชกสเปียร์,0
dataset_th,ปุ้ย,สายป่าน,0
dataset_th,ปุ้ย,ปุ้ย,1
dataset_th,ศุภชัย,ดอน,0
dataset_th,ศุภชัย,ศุภชัย,1
dataset_th,แชทบอท,กลุ่มกรรมการ,0
dataset_th,แชทบอท,แชทบอท,1
dataset_th,Inwza55YO,GrWQWu8JyC,0
dataset_th,Inwza55YO,Inwza55YO,1
dataset_th_exact,สมาชิกสภาเทศบาล,สมาชิกสภาเทศบาล,1
dataset_th_exact,ผู้ประท้วง,ผู้ประท้วง,1
dataset_th_exact,กระเป๋าเดินทาง,ถ้วยรางวัล,0
dataset_th_exact,กระเป๋าเดินทาง,กระเป๋าเดินทาง,1
dataset_th_exact,ซูซาน,โจน,0
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,จอร์จ,พอล,0
dataset_th_exact,จอร์จ,จอร์จ,1
dataset_th_exact,พยาน,ทนายความ,0
dataset_th_exact,พยาน,พยาน,1
dataset_th_exact,รถบรรทุกส่งของ,รถบรรทุกส่งของ,1
dataset_th_exact,รถบรรทุกส่งของ,รถโรงเรียน,0
dataset_th_exact,บิลล์,แฟรงค์,0
dataset_th_exact,บิลล์,บิลล์,1
dataset_th_exact,ลูกชาย,ชายคนนี้,0
dataset_th_exact,ลูกชาย,ลูกชาย,1
dataset_th_exact,ลูกบอลขนาดใหญ่,ลูกบอลขนาดใหญ่,1
dataset_th_exact,ลูกบอลขนาดใหญ่,โต๊ะ,0
dataset_th_exact,บิลลี่,จอห์น,0
dataset_th_exact,บิลลี่,บิลลี่,1
dataset_th_exact,เรย์,ทอม,0
dataset_th_exact,เรย์,เรย์,1
dataset_th_exact,แซลลี่,ซู,0
dataset_th_exact,แซลลี่,แซลลี่,1
dataset_th_exact,ประติมากรรม,ประติมากรรม,1
dataset_th_exact,ประติมากรรม,ชั้นวาง,0
dataset_th_exact,ภาพวาดของแซม,ภาพวาดของแซม,1
dataset_th_exact,ภาพวาดของแซม,ภาพวาดของทีน่า,0
dataset_th_exact,ลูซี่,แอนนา,0
dataset_th_exact,ลูซี่,ลูซี่,1
dataset_th_exact,เจ้าหน้าที่ดับเพลิง,เจ้าหน้าที่ดับเพลิง,1
dataset_th_exact,เจ้าหน้าที่ดับเพลิง,ตำรวจ,0
dataset_th_exact,ทอม,แฟรงค์,0
dataset_th_exact,ทอม,ทอม,1
dataset_th_exact,เควิน,จิม,0
dataset_th_exact,เควิน,เควิน,1
dataset_th_exact,กระสอบมันฝรั่ง,กระสอบมันฝรั่ง,1
dataset_th_exact,กระสอบมันฝรั่ง,กระสอบแป้ง,0
dataset_th_exact,มาร์ติน,พีท,0
dataset_th_exact,มาร์ติน,มาร์ติน,1
dataset_th_exact,นักเรียนรุ่นพี่,นักเรียนรุ่นพี่,1
dataset_th_exact,นักเรียนรุ่นน้อง,นักเรียนรุ่นน้อง,1
dataset_th_exact,แก้ว,ขวด,0
dataset_th_exact,แก้ว,แก้ว,1
dataset_th_exact,แอนน์,ซูซาน,0
dataset_th_exact,แอนน์,แอนน์,1
dataset_th_exact,มาร์ค,ซิด,0
dataset_th_exact,มาร์ค,มาร์ค,1
dataset_th_exact,แอนน์,ซูซาน,0
dataset_th_exact,แอนน์,แอนน์,1
dataset_th_exact,ลุงของโจ,โจ,0
dataset_th_exact,ลุงของโจ,ลุงของโจ,1
dataset_th_exact,ต้นโอ๊ก,ภาพวาด,0
dataset_th_exact,ต้นโอ๊ก,ต้นโอ๊ก,1
dataset_th_exact,ช่องว่าง,ช่องว่าง,1
dataset_th_exact,ช่องว่าง,ผนัง,0
dataset_th_exact,ท่อระบาย,ท่อระบาย,1
dataset_th_exact,ท่อระบายน้ำ,เส้นผม,0
dataset_th_exact,การประชุม,การประชุม,1
dataset_th_exact,รถไฟ,รถไฟ,1
dataset_th_exact,เสา,เสา,1
