Dataset,Model Answer,Gold Label,Correct
dataset_en,Mark,Mark,1
dataset_en,Pete,Pete,1
dataset_en,The old house,The old house,1
dataset_en,The new house,The new house,1
dataset_en,People,People,1
dataset_en,Paul's books,Paul's books,1
dataset_en,The flute,The flute,1
dataset_en,The piece,The piece,1
dataset_en,The chair,The chair,1
dataset_en,The piano,The piano,1
dataset_en,The newspaper,The newspaper,1
dataset_en,The backpack,The backpack,1
dataset_en,The book,The book,1
dataset_en,The article,The article,1
dataset_en,The sand castle,The sand castle,1
dataset_en,The sand castle,The flag,0
dataset_en,Jane,Jane,1
dataset_en,Susan,Susan,1
dataset_en,Susan,Jane,0
dataset_en,Susan,Susan,1
dataset_en,Sam,Sam,1
dataset_en,Adam,Adam,1
dataset_en,The lake,The path,0
dataset_en,The lake,The lake,1
dataset_en,The sun,The sun,1
dataset_en,The cloud,The cloud,1
dataset_en,The lake,The lake,1
dataset_en,The ocean beach,The ocean beach,1
dataset_en,The shepherds,The shepherds,1
dataset_en,The sheep,The sheep,1
dataset_en,Mary,Mary,1
dataset_en,Mary's daughter,Mary's daughter,1
dataset_en,Fred and Alice,Fred and Alice,1
dataset_en,coats,coats,1
dataset_en,Thomson,Thomson,1
dataset_en,Cooper,Cooper,1
dataset_en,Jackson,Jackson,1
dataset_en,Arnold,Arnold,1
dataset_en,The tree,The tree,1
dataset_en,The axe,The axe,1
dataset_en,The foxes,The foxes,1
dataset_en,The chickens,The chickens,1
dataset_en,The foxes,The foxes,1
dataset_en,The chickens,The chickens,1
dataset_en,His eyes,His eyes,1
dataset_en,His hands,His hands,1
dataset_en,Terpsichore,Terpsichore,1
dataset_en,Terpsichore,Tina,0
dataset_en,Fred,Fred,1
dataset_en,George,George,1
dataset_en,The dishwasher,The dishwasher,1
dataset_en,The TV,The TV,1
dataset_en,Fred,Fred,1
dataset_en,My great-grandfather,My great-grandfather,1
dataset_en,Fred,Fred,1
dataset_en,My father,My father,1
dataset_en,Kamchatka,Kamchatka,1
dataset_en,Yakutsk,Yakutsk,1
dataset_en,The minnow,The minnow,1
dataset_en,The duck,The duck,1
dataset_en,Archaeologists,Archaeologists,1
dataset_en,Prehistoric humans,Prehistoric humans,1
dataset_en,The scientists,The scientists,1
dataset_en,The fish,The fish,1
dataset_en,The journalists,The journalists,1
dataset_en,The stars,The stars,1
dataset_en,The police,The police,1
dataset_en,The gang members,The gang members,1
dataset_en,The cake,The cake,1
dataset_en,The refrigerator,The refrigerator,1
dataset_en,The ankles,The ankles,1
dataset_en,The crutches,The crutches,1
dataset_en,The sponsors,The sponsors,1
dataset_en,The opponents,The opponents,1
dataset_en,The oatmeal cookies,The oatmeal cookies,1
dataset_en,The chocolate chip cookies,The chocolate chip cookies,1
dataset_en,chairs,copies of the newsletter,0
dataset_en,chairs,chairs,1
dataset_en,The pin,The pin,1
dataset_en,The carrot,The carrot,1
dataset_en,The pen,The pen,1
dataset_en,The coffee,The coffee,1
dataset_en,Steve,Steve,1
dataset_en,Fred,Fred,1
dataset_en,The table,The table,1
dataset_en,The doorway,The doorway,1
dataset_en,The sweater,The sweater,1
dataset_en,The jacket,The jacket,1
dataset_en,John,John,1
dataset_en,Bill,Bill,1
dataset_en,John,John,1
dataset_en,Bill,Bill,1
dataset_en,Xenophanes,Goodman,0
dataset_en,Xenophanes,Xenophanes,1
dataset_en,Emma,Emma,1
dataset_en,Emma's mother,Emma's mother,1
dataset_en,Jane,Jane,1
dataset_en,Susan,Susan,1
dataset_en,Joe,Joe,1
dataset_en,the detective,the detective,1
dataset_en,Beth,Beth,1
dataset_en,Sally,Sally,1
dataset_en,Jim,Jim,1
dataset_en,The barman,The barman,1
dataset_en,Dan,Dan,1
dataset_en,Bill,Bill,1
dataset_en,Tom,Tom,1
dataset_en,Ralph,Ralph,1
dataset_en,Andrea,Andrea,1
dataset_en,Susan,Susan,1
dataset_en,Ralph,Tom,0
dataset_en,Ralph,Ralph,1
dataset_en,Bill,Bill,1
dataset_en,John,John,1
dataset_en,Bill,Bill,1
dataset_en,John,John,1
dataset_en,The man,The man,1
dataset_en,The boy,The boy,1
dataset_en,The woman,The woman,1
dataset_en,The girl,The girl,1
dataset_en,Billy,Billy,1
dataset_en,Toby,Toby,1
dataset_en,Lily,Lily,1
dataset_en,Donna,Donna,1
dataset_en,Tommy,Tommy,1
dataset_en,Timmy,Timmy,1
dataset_en,Ollie,Ollie,1
dataset_en,Tommy,Tommy,1
dataset_en,The father,The father,1
dataset_en,The boy,The boy,1
dataset_en,The woman,The woman,1
dataset_en,The woman,The girl,0
dataset_en,Pam's parents,Pam's parents,1
dataset_en,Pam's parents,Pam and Paul,0
dataset_en,Dr. Adams,Dr. Adams,1
dataset_en,Kate,Kate,1
dataset_en,Dan,Dan,1
dataset_en,Bill,Bill,1
dataset_en,George,George,1
dataset_en,Eric,Eric,1
dataset_en,George,George,1
dataset_en,Jane,Jane,1
dataset_en,Joan,Joan,1
dataset_en,lemons,lemons,1
dataset_en,lemons,lemon trees,0
dataset_en,Robert,James,0
dataset_en,Robert,Robert,1
dataset_en,Kirilov,Kirilov,1
dataset_en,Shatov,Shatov,1
dataset_en,Emma,Emma,1
dataset_en,Janie,Janie,1
dataset_en,The butterfly wing,The butterfly wing,1
dataset_en,The table,The table,1
dataset_en,Madonna,Madonna,1
dataset_en,The trainer,The trainer,1
dataset_en,Madonna,Madonna,1
dataset_en,The trainer,The trainer,1
dataset_en,Carol,Carol,1
dataset_en,Rebecca,Rebecca,1
dataset_en,Shakespeare,Shakespeare,1
dataset_en,Goethe,Goethe,1
dataset_en,Ovid,Ovid,1
dataset_en,Shakespeare,Shakespeare,1
dataset_en,Alice,Alice,1
dataset_en,Jade,Jade,1
dataset_en,Ethan,Ethan,1
dataset_en,Luke,Luke,1
dataset_en,the judges,the judges,1
dataset_en,the chatbots,the chatbots,1
dataset_en,GrWQWu8JyC,GrWQWu8JyC,1
dataset_en,willow-towered Canopy Huntertropic wrestles,willow-towered Canopy Huntertropic wrestles,1
dataset_th,สมาชิกสภาเทศบาลเมือง,สมาชิกสภาเทศบาลเมือง,1
dataset_th,ผู้ชุมนุม,ผู้ชุมนุม,1
dataset_th,ถ้วยรางวัล,ถ้วยรางวัล,1
dataset_th,กระเป๋าเดินทาง,กระเป๋าเดินทาง,1
dataset_th,ชูใจ,ชูใจ,1
dataset_th,มานี,มานี,1
dataset_th,มานะ,มานะ,1
dataset_th,ปิติ,ปิติ,1
dataset_th,ทนายความ,ทนายความ,1
dataset_th,พยาน,พยาน,1
dataset_th,รถส่งของ,รถส่งของ,1
dataset_th,รถโรงเรียน,รถโรงเรียน,1
dataset_th,สมศักดิ์,สมชาย,0
dataset_th,สมศักดิ์,สมศักดิ์,1
dataset_th,ชายคนนั้น,ชายคนนั้น,1
dataset_th,ลูกชาย,ลูกชาย,1
dataset_th,โต๊ะ,ลูกบอลอันใหญ่,0
dataset_th,ลูกบอลอันใหญ่,โต๊ะ,0
dataset_th,สมเกียรติ,สมเกียรติ,1
dataset_th,สมเกียรติ,สมจิต,0
dataset_th,สมบูรณ์,สมบูรณ์,1
dataset_th,สมบูรณ์,สมบัตร,0
dataset_th,ตะวัน,ตะวัน,1
dataset_th,ต้องตา,ต้องตา,1
dataset_th,หุ่นตัวนั้น,หุ่นตัวนั้น,1
dataset_th,ชั้นวาง,ชั้นวาง,1
dataset_th,ภาพวาดของขิม,ภาพวาดของขิม,1
dataset_th,ภาพวาดของขิม,ภาพวาดของปลื้ม,0
dataset_th,น้ำฝน,น้ำฝน,1
dataset_th,น้ำฝน,น้ำค้าง,0
dataset_th,นักดับเพลิง,นักดับเพลิง,1
dataset_th,นักดับเพลิง,ตำรวจ,0
dataset_th,ภัทร,นนท์,0
dataset_th,ภัทร,ภัทร,1
dataset_th,กรณ์,กรณ์,1
dataset_th,ภีม,ภีม,1
dataset_th,กระสอบมันฝรั่ง,กระสอบมันฝรั่ง,1
dataset_th,กระสอบมันฝรั่ง,ถุงแป้ง,0
dataset_th,ภาคิน,ภาคิน,1
dataset_th,ออมสิน,ออมสิน,1
dataset_th,นักเรียนที่โตกว่า,นักเรียนที่โตกว่า,1
dataset_th,นักเรียนที่โตกว่า,เด็กที่เด็กกว่า,0
dataset_th,ขวด,ขวด,1
dataset_th,แก้ว,แก้ว,1
dataset_th,จันทร์เจ้า,จันทร์เจ้า,1
dataset_th,พู่กัน,พู่กัน,1
dataset_th,ปิติ,มานะ,0
dataset_th,ปิติ,ปิติ,1
dataset_th,สมศรี,สมศรี,1
dataset_th,สมศรี,สมใจ,0
dataset_th,ลุงของตะวัน,ตะวัน,0
dataset_th,ลุงของตะวัน,ลุงของตะวัน,1
dataset_th,ต้นโอ๊ค,ภาพวาด,0
dataset_th,ต้นโอ๊ค,ต้นโอ๊ค,1
dataset_th,ช่องว่าง,ช่องว่าง,1
dataset_th,ผนัง,ผนัง,1
dataset_th,ท่อระบายน้ำ,ท่อระบายน้ำ,1
dataset_th,เส้นผม,เส้นผม,1
dataset_th,การประชุม,การประชุม,1
dataset_th,รถไฟ,รถไฟ,1
dataset_th,เสา,เสา,1
dataset_th,เสา,เวที,0
dataset_th,รถไฟใต้ดิน,เสียงตามสาย,0
dataset_th,รถไฟใต้ดิน,รถไฟใต้ดิน,1
dataset_th,คอนเสิร์ต,คอนเสิร์ต,1
dataset_th,ฝน,ฝน,1
dataset_th,ผ้าขี้ริ้วเก่าๆ,ผ้าขี้ริ้วเก่าๆ,1
dataset_th,มีด,มีด,1
dataset_th,มะลิ,มะลิ,1
dataset_th,กระถิน,กระถิน,1
dataset_th,กระเป๋า,ขวดน้ำ,0
dataset_th,กระเป๋า,กระเป๋า,1
dataset_th,ชั้นวาง,หม้อ,0
dataset_th,ชั้นวาง,ชั้นวาง,1
dataset_th,อาคาร,แผนที่,0
dataset_th,อาคาร,อาคาร,1
dataset_th,ปิติ,ปิติ,1
dataset_th,มานะ,มานะ,1
dataset_th,ปิติ,ปิติ,1
dataset_th,มานะ,มานะ,1
dataset_th,สมศักดิ์,สมศักดิ์,1
dataset_th,สมปอง,สมปอง,1
dataset_th,มานะ,มานะ,1
dataset_th,ปิติ,ปิติ,1
dataset_th,นักต้มตุ๋น,นักต้มตุ๋น,1
dataset_th,สมรัก,สมรัก,1
dataset_th,สุนัข,สุนัข,1
dataset_th,สุนัข,ที่ใต้ต้นไม้,0
dataset_th,แมว,แมว,1
dataset_th,แมว,หนู,0
dataset_th,แก้ว,แก้ว,1
dataset_th,บุตรสาวของแก้ว,บุตรสาวของแก้ว,1
dataset_th,แพร,แพร,1
dataset_th,แพร,ลูกสาวของแพร,0
dataset_th,ชายในชุดทหาร,นพ,0
dataset_th,ชายในชุดทหาร,ชายในชุดทหาร,1
dataset_th,ปลา,ปลา,1
dataset_th,หนอน,หนอน,1
dataset_th,กุญแจ,กุญแจ,1
dataset_th,หมากฝรั่ง,หมากฝรั่ง,1
dataset_th,สุนัข,สุนัข,1
dataset_th,แมว,แมว,1
dataset_th,ต้นไม้,ต้นไม้,1
dataset_th,หลังคา,หลังคา,1
dataset_th,พนักงาน,ลูกค้า,0
dataset_th,พนักงาน,พนักงาน,1
dataset_th,สมพงษ์,สมพงษ์,1
dataset_th,ชายท่านหนึ่ง,ชายท่านหนึ่ง,1
dataset_th,ธนากร,ธนากร,1
dataset_th,ชายผู้เล่นจักกลิ้ง,ชายผู้เล่นจักกลิ้ง,1
dataset_th,ภานุ,ภานุ,1
dataset_th,ภานุ,ภูผา,0
dataset_th,เอ็มและยุ้ย,เอ็มและยุ้ย,1
dataset_th,ผู้ปกครองของยุ้ย,ผู้ปกครองของยุ้ย,1
dataset_th,โดม,โอ๋น,0
dataset_th,โดม,โดม,1
dataset_th,บ้านของตัวเอง,บ้านของตัวเอง,1
dataset_th,บ้านหลังใหม่,บ้านหลังใหม่,1
dataset_th,คน,คน,1
dataset_th,คน,งานประพันธ์ของเจนภพ,0
dataset_th,ขลุ่ย,ขลุ่ย,1
dataset_th,เพลง,เพลง,1
dataset_th,เก้าอี้,เก้าอี้,1
dataset_th,เปียโน,เปียโน,1
dataset_th,หนังสือพิมพ์,หนังสือพิมพ์,1
dataset_th,หนังสือพิมพ์,กระเป๋าเป้,0
dataset_th,หนังสือ,หนังสือ,1
dataset_th,บทความ,บทความ,1
dataset_th,ปราสาททราย,ปราสาททราย,1
dataset_th,ธง,ธง,1
dataset_th,อารยา,อารยา,1
dataset_th,วีรดา,วีรดา,1
dataset_th,อารยา,อารยา,1
dataset_th,อารยา,วีรดา,0
dataset_th,เฉลิม,เฉลิม,1
dataset_th,กชกร,กชกร,1
dataset_th,เส้นทาง,เส้นทาง,1
dataset_th,ชลธาร,ชลธาร,1
dataset_th,ดวงอาทิตย์,ดวงอาทิตย์,1
dataset_th,เมฆ,เมฆ,1
dataset_th,ทะเลสาบ,ทะเลสาบ,1
dataset_th,ชายหาด,ชายหาด,1
dataset_th,กลุ่มคนเลี้ยงแกะ,กลุ่มคนเลี้ยงแกะ,1
dataset_th,ฝูงแกะ,ฝูงแกะ,1
dataset_th,นุ่น,นุ่น,1
dataset_th,ขิง,ขิง,1
dataset_th,กระแตและน้ำฝน,กระแตและน้ำฝน,1
dataset_th,เสื้อคลุม,เสื้อคลุม,1
dataset_th,นราวิช,นราวิช,1
dataset_th,ชวัลวิทย์,ชวัลวิทย์,1
dataset_th,สนทรภู่,สนทรภู่,1
dataset_th,สนทรภู่,อุดม,0
dataset_th,ต้นไม้,ต้นไม้,1
dataset_th,ขวาน,ขวาน,1
dataset_th,กลุ่มจิ้งจอก,กลุ่มจิ้งจอก,1
dataset_th,ไก่,ไก่,1
dataset_th,กลุ่มจิ้งจอก,กลุ่มจิ้งจอก,1
dataset_th,กลุ่มจิ้งจอก,ไก่,0
dataset_th,ตา,ตา,1
dataset_th,มือ,มือ,1
dataset_th,ภัทรียา,ภัทรียา,1
dataset_th,ภัทรา,ภัทรา,1
dataset_th,ดิว,ดิว,1
dataset_th,โตโต้,โตโต้,1
dataset_th,เครื่องล้างจาน,เครื่องล้างจาน,1
dataset_th,ทีวี,ทีวี,1
dataset_th,ปู่ทวดของฉัน,ดิว,0
dataset_th,ปู่ทวดของฉัน,ปู่ทวดของฉัน,1
dataset_th,ดิว,ดิว,1
dataset_th,ดิว,พ่อของฉัน,0
dataset_th,คัมชัตคา,คัมชัตคา,1
dataset_th,ยาคุตสค์,ยาคุตสค์,1
dataset_th,ปลาสร้อย,ปลาสร้อย,1
dataset_th,เป็ด,เป็ด,1
dataset_th,นักโบราณคดี,นักโบราณคดี,1
dataset_th,มนุษย์,มนุษย์,1
dataset_th,กลุ่มนักวิทยาศาสตร์,กลุ่มนักวิทยาศาสตร์,1
dataset_th,กลุ่มนักวิทยาศาสตร์,ปลา,0
dataset_th,นักแสดงดารา,นักข่าว,0
dataset_th,นักแสดงดารา,นักแสดงดารา,1
dataset_th,ทีมตำรวจ,ทีมตำรวจ,1
dataset_th,สมาชิกแก๊ง,สมาชิกแก๊ง,1
dataset_th,เค้ก,เค้ก,1
dataset_th,ตู้เย็น,ตู้เย็น,1
dataset_th,ข้อเท้า,ข้อเท้า,1
dataset_th,ไม้เท้า,ไม้เท้า,1
dataset_th,ผู้สนับสนุน,ผู้สนับสนุน,1
dataset_th,ผู้ต่อต้าน,ผู้ต่อต้าน,1
dataset_th,คุกกี้ช็อกโกแลตชิพ,คุกกี้ข้าวโอ้ต,0
dataset_th,คุกกี้ช็อกโกแลตชิพ,คุกกี้ช็อกโกแลตชิพ,1
dataset_th,จดหมายข่าว,จดหมายข่าว,1
dataset_th,ที่นั่ง,ที่นั่ง,1
dataset_th,แครอท,เข็มหมุด,0
dataset_th,แครอท,แครอท,1
dataset_th,ปากกา,ปากกา,1
dataset_th,ปากกา,กาแฟ,0
dataset_th,เจโรม,เจโรม,1
dataset_th,ฌอน,ฌอน,1
dataset_th,โต๊ะ,โต๊ะ,1
dataset_th,ช่องประตู,ช่องประตู,1
dataset_th,เสื้อคลุม,เสื้อกันหนาว,0
dataset_th,เสื้อคลุม,เสื้อคลุม,1
dataset_th,ทนภพ,ทนภพ,1
dataset_th,กวิน,กวิน,1
dataset_th,ทนภพ,ทนภพ,1
dataset_th,กวิน,กวิน,1
dataset_th,แซมกู๊ดแมน,แซมกู๊ดแมน,1
dataset_th,เซนอฟานีส,เซนอฟานีส,1
dataset_th,นิชา,นิชา,1
dataset_th,นิชา,แม่ของนิชา,0
dataset_th,วีรดา,อารยา,0
dataset_th,วีรดา,วีรดา,1
dataset_th,นักสืบ,เขตต์,0
dataset_th,นักสืบ,นักสืบ,1
dataset_th,เนเน่,เดมี่,0
dataset_th,เนเน่,เนเน่,1
dataset_th,เฉลิม,เฉลิม,1
dataset_th,เฉลิม,พนักงานเสิร์ฟ,0
dataset_th,ดิลก,ไตรภพ,0
dataset_th,ดิลก,ดิลก,1
dataset_th,สุรศักดิ์,วิษุวัต,0
dataset_th,สุรศักดิ์,สุรศักดิ์,1
dataset_th,ณัชชา,ณัชชา,1
dataset_th,ณัชชา,ดาริน,0
dataset_th,ธันวา,แชมป์,0
dataset_th,ธันวา,ธันวา,1
dataset_th,อิกคิว,อิกคิว,1
dataset_th,ฟีฟ่า,ฟีฟ่า,1
dataset_th,ตะวัน,ตะวัน,1
dataset_th,กันต์ธี,กันต์ธี,1
dataset_th,บุรุษ,บุรุษ,1
dataset_th,เด็กผู้ชาย,เด็กผู้ชาย,1
dataset_th,เด็กสาว,หญิงท่านนั้น,0
dataset_th,เด็กสาว,เด็กสาว,1
dataset_th,กฤษติ,กฤษติ,1
dataset_th,กฤษติ,ก๊อปแก๊ป,0
dataset_th,ธัญพร,อัญชลี,0
dataset_th,ธัญพร,ธัญพร,1
dataset_th,มานะ,มานะ,1
dataset_th,มานะ,ต้นกล้า,0
dataset_th,ทศพล,ไตเติ้ล,0
dataset_th,ทศพล,ทศพล,1
dataset_th,คุณพ่อ,คุณพ่อ,1
dataset_th,เด็กชาย,เด็กชาย,1
dataset_th,หญิงท่านนั้น,หญิงท่านนั้น,1
dataset_th,เด็กผู้หญิง,เด็กผู้หญิง,1
dataset_th,ผู้ปกครองมัณฑนา,ผู้ปกครองมัณฑนา,1
dataset_th,มัณฑนาและธนศาล,มัณฑนาและธนศาล,1
dataset_th,นางแพทย์บุษบา,นางแพทย์บุษบา,1
dataset_th,เกตุ,เกตุ,1
dataset_th,นที,นที,1
dataset_th,ชลลธี,ชลลธี,1
dataset_th,พีช,พีช,1
dataset_th,พีช,สกาย,0
dataset_th,พีช,พีช,1
dataset_th,บลู,นานา,0
dataset_th,บลู,บลู,1
dataset_th,ลูกมะนาว,ลูกมะนาว,1
dataset_th,ต้นมะนาว,ต้นมะนาว,1
dataset_th,ไนท์,ไทม์,0
dataset_th,ไนท์,ไนท์,1
dataset_th,เศรษฐา,เศรษฐา,1
dataset_th,ทักษิณ,ทักษิณ,1
dataset_th,ตาล,นุ่น,0
dataset_th,ตาล,ตาล,1
dataset_th,ปีกผีเสื้อ,ปีกผีเสื้อ,1
dataset_th,หนังสือเล่มหนา,โต๊ะ,0
dataset_th,พริ้ม,พริ้ม,1
dataset_th,พริ้ม,ครูฝึก,0
dataset_th,พริ้ม,พริ้ม,1
dataset_th,พริ้ม,ครูฝึก,0
dataset_th,แพร,พลอย,0
dataset_th,แพร,แพร,1
dataset_th,เชกสเปียร์,เชกสเปียร์,1
dataset_th,เชกสเปียร์,เกอเธ่,0
dataset_th,เชกสเปียร์,ออวิด,0
dataset_th,เชกสเปียร์,เชกสเปียร์,1
dataset_th,ปุ้ย,สายป่าน,0
dataset_th,ปุ้ย,ปุ้ย,1
dataset_th,ศุภชัย,ดอน,0
dataset_th,ศุภชัย,ศุภชัย,1
dataset_th,แชทบอท,กลุ่มกรรมการ,0
dataset_th,แชทบอท,แชทบอท,1
dataset_th,GrWQWu8JyC,GrWQWu8JyC,1
dataset_th,Inwza55YO,Inwza55YO,1
dataset_th_exact,สมาชิกสภาเทศบาล,สมาชิกสภาเทศบาล,1
dataset_th_exact,ผู้ประท้วง,ผู้ประท้วง,1
dataset_th_exact,กระเป๋าเดินทาง,ถ้วยรางวัล,0
dataset_th_exact,กระเป๋าเดินทาง,กระเป๋าเดินทาง,1
dataset_th_exact,ซูซาน,โจน,0
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,พอล,พอล,1
dataset_th_exact,จอร์จ,จอร์จ,1
dataset_th_exact,ทนายความ,ทนายความ,1
dataset_th_exact,พยาน,พยาน,1
dataset_th_exact,รถบรรทุกส่งของ,รถบรรทุกส่งของ,1
dataset_th_exact,รถโรงเรียน,รถโรงเรียน,1
dataset_th_exact,บิลล์,แฟรงค์,0
dataset_th_exact,บิลล์,บิลล์,1
dataset_th_exact,ชายคนนี้,ชายคนนี้,1
dataset_th_exact,ลูกชาย,ลูกชาย,1
dataset_th_exact,ลูกบอลขนาดใหญ่,ลูกบอลขนาดใหญ่,1
dataset_th_exact,ลูกบอลขนาดใหญ่,โต๊ะ,0
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,จอห์น,บิลลี่,0
dataset_th_exact,ทอม,ทอม,1
dataset_th_exact,ทอม,เรย์,0
dataset_th_exact,ซู,ซู,1
dataset_th_exact,แซลลี่,แซลลี่,1
dataset_th_exact,ประติมากรรม,ประติมากรรม,1
dataset_th_exact,ประติมากรรม,ชั้นวาง,0
dataset_th_exact,ภาพวาดของแซม,ภาพวาดของแซม,1
dataset_th_exact,ภาพวาดของแซม,ภาพวาดของทีน่า,0
dataset_th_exact,แอนนา,แอนนา,1
dataset_th_exact,แอนนา,ลูซี่,0
dataset_th_exact,เจ้าหน้าที่ดับเพลิง,เจ้าหน้าที่ดับเพลิง,1
dataset_th_exact,เจ้าหน้าที่ดับเพลิง,ตำรวจ,0
dataset_th_exact,ทอม,แฟรงค์,0
dataset_th_exact,ทอม,ทอม,1
dataset_th_exact,จิม,จิม,1
dataset_th_exact,เควิน,เควิน,1
dataset_th_exact,กระสอบมันฝรั่ง,กระสอบมันฝรั่ง,1
dataset_th_exact,กระสอบมันฝรั่ง,กระสอบแป้ง,0
dataset_th_exact,พีท,พีท,1
dataset_th_exact,มาร์ติน,มาร์ติน,1
dataset_th_exact,นักเรียนรุ่นพี่,นักเรียนรุ่นพี่,1
dataset_th_exact,นักเรียนรุ่นน้อง,นักเรียนรุ่นน้อง,1
dataset_th_exact,ขวด,ขวด,1
dataset_th_exact,แก้ว,แก้ว,1
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,แอนน์,แอนน์,1
dataset_th_exact,มาร์ค,ซิด,0
dataset_th_exact,มาร์ค,มาร์ค,1
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,ซูซาน,แอนน์,0
dataset_th_exact,โจ,โจ,1
dataset_th_exact,โจ,ลุงของโจ,0
dataset_th_exact,ต้นโอ๊ก,ภาพวาด,0
dataset_th_exact,ต้นโอ๊ก,ต้นโอ๊ก,1
dataset_th_exact,ช่องว่าง,ช่องว่าง,1
dataset_th_exact,ผนัง,ผนัง,1
dataset_th_exact,ท่อระบาย,ท่อระบาย,1
dataset_th_exact,เส้นผม,เส้นผม,1
dataset_th_exact,การประชุม,การประชุม,1
dataset_th_exact,รถไฟ,รถไฟ,1
dataset_th_exact,เสา,เสา,1
dataset_th_exact,เสา,เวที,0
dataset_th_exact,รถไฟใต้ดิน,เขา,0
dataset_th_exact,รถไฟใต้ดิน,รถไฟใต้ดิน,1
dataset_th_exact,คอนเสิร์ต,คอนเสิร์ต,1
dataset_th_exact,ฝน,ฝน,1
dataset_th_exact,ผ้าขี้ริ้วเก่า,ผ้าขี้ริ้วเก่า,1
dataset_th_exact,มีด,มีด,1
dataset_th_exact,แอนน์,แอนน์,1
